Recording,Participant,Timeline,TOI,Interval,Media,AOI,Chin,Forehead,L_Cheek,L_Ear,L_Eye,Mouth,Nose,R_Cheek,R_Ear,R_Eye,Last_key_press,Total_duration_of_fixations,Average_duration_of_fixations,Minimum_duration_of_fixations,Maximum_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Duration_of_first_fixation,Last_AOI_viewed,AOI_at_interval_end,Average_pupil_diameter,Total_duration_of_whole_fixations,Average_duration_of_whole_fixations,Minimum_duration_of_whole_fixations,Maximum_duration_of_whole_fixations,Number_of_whole_fixations,Time_to_first_whole_fixation,Duration_of_first_whole_fixation,Average_whole-fixation_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Minimum_duration_of_Visit,Maximum_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Duration_of_first_Visit,Total_duration_of_Glances,Average_duration_of_Glances,Minimum_duration_of_Glances,Maximum_duration_of_Glances,Number_of_Glances,Time_to_first_Glance,Duration_of_first_Glance,Number_of_mouse_clicks,Time_to_first_mouse_click,Time_from_first_fixation_to_mouse_click,Number_of_mouse_clicks_and_releases,Time_to_first_mouse_click_and_release,Time_from_first_fixation_to_mouse_click_and_release,Number_of_saccades_in_AOI,Time_to_entry_saccade,Time_to_exit_saccade,Peak_velocity_of_entry_saccade,Peak_velocity_of_exit_saccade,Character_index,Word_index,Sentence_index,AOI_string,Text_unit_type,Number_of_units,First-pass_first_fixation_duration,First-pass_duration,Selective_regression-path_duration,First-pass_regression,Total_duration_of_fixations,Regression-path_duration,Re-reading_duration
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Mouth,,,,,,Mouth,,,,,Space,1775,254,158,425,7,417211,425,R_Ear,,3.3657,1775,254,158,425,7,417211,425,3.3657,1866,622,158,1283,3,417211,425,1950,650,192,1317,3,417194,442,0,,,0,,,4,417194,417636,80.02,411.65,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Mouth,,,,,,Mouth,,,,,Space,0,,,,0,,,R_Ear,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Mouth,,,,,,Mouth,,,,,Space,1200,300,100,475,4,155960,267,R_Ear,,3.53321,1100,367,267,475,3,155960,267,3.53537,1383,1383,1383,1383,1,155960,1383,1442,1442,1442,1442,1,155902,1442,0,,,0,,,2,155902,157344,392.65,193.03,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Mouth,,,,,,Mouth,,,,,Space,990,198,150,292,5,394190,182,R_Ear,,3.43251,608,203,150,292,3,396447,150,3.35262,1015,254,167,467,4,394190,182,1107,277,182,492,4,394190,182,0,,,0,,,1,397272,394372,159.68,211.93,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Mouth,,,,,,Mouth,,,,,Space,733,183,108,250,4,487811,250,R_Ear,,2.9954,733,183,108,250,4,487811,250,2.9954,800,400,325,475,2,487811,475,858,429,358,500,2,487786,500,0,,,0,,,2,487786,488286,79.92,99.27,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Mouth,,,,,,Mouth,,,,,Space,1020,204,150,258,5,330054,250,R_Ear,,3.39091,842,210,150,258,4,330054,250,3.39141,1078,359,178,650,3,330054,250,1203,401,212,692,3,330004,300,0,,,0,,,1,330004,330304,177.28,78.42,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Mouth,,,,,,Mouth,,,,,Space,1225,245,100,425,5,254213,100,R_Ear,,3.12947,1100,275,100,425,4,254213,100,3.12666,1258,419,100,592,3,254213,100,1350,450,117,642,3,254197,117,0,,,0,,,2,256196,256838,506.83,96.33,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,2191,199,100,325,11,309215,100,R_Ear,,3.26304,1550,194,100,308,8,309215,100,3.24609,2550,319,100,875,8,309215,100,2725,341,125,875,8,309190,125,0,,,0,,,1,311248,311448,84.72,139.72,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1342,192,106,287,7,349140,287,R_Ear,,3.10954,950,190,158,258,5,349452,158,2.98334,1401,280,106,762,5,349140,762,1517,303,139,762,5,349140,762,0,,,0,,,2,353893,353502,183.01,133.86,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1053,150,83,283,7,434422,128,R_Ear,,3.11703,925,154,83,283,6,434659,200,3.04903,1186,237,117,545,5,434422,545,1311,262,133,545,5,434422,545,0,,,0,,,1,435609,435775,188.38,134.89,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,515,129,75,174,4,233942,174,R_Ear,,3.48756,142,142,142,142,1,236715,142,3.59397,515,129,75,174,4,233942,174,582,145,92,175,4,233942,174,0,,,0,,,0,,,,,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1050,175,75,267,6,179349,267,R_Ear,,3.27676,1050,175,75,267,6,179349,267,3.27676,1075,215,108,317,5,179349,267,1242,248,142,350,5,179333,283,0,,,0,,,1,179874,180016,122.94,123.27,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1050,175,125,233,6,459672,225,R_Ear,,3.26822,683,171,125,233,4,459923,192,3.12154,1075,215,125,442,5,459672,442,1250,250,175,442,5,459672,442,0,,,0,,,1,460439,460114,173.27,203.02,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1151,192,60,383,6,286725,60,R_Ear,,3.10291,708,236,92,383,3,286984,383,3.0035,1318,659,525,793,2,286725,793,1343,672,550,793,2,286725,793,0,,,0,,,2,289484,287518,73.03,99.35,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,660,165,75,226,4,371040,226,R_Ear,,3.36127,433,144,75,200,3,371516,75,3.31735,660,165,75,226,4,371040,226,768,192,133,242,4,371040,226,0,,,0,,,0,371458,371266,91.61,97.72,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1199,200,167,266,6,519088,266,R_Ear,,2.96347,933,187,167,217,5,519395,167,2.87232,1257,314,167,666,4,519088,666,1349,337,200,666,4,519088,666,0,,,0,,,1,520120,519754,112.75,93.72,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,678,226,125,295,3,129243,295,R_Ear,,3.05793,383,192,125,258,2,129555,125,2.75233,737,737,737,737,1,129243,737,737,737,737,737,1,129243,737,0,,,0,,,1,,129980,,199.44,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,913,304,275,358,3,415823,280,R_Ear,,3.38419,633,317,275,358,2,416919,275,3.33297,913,304,275,358,3,415823,280,988,329,280,400,3,415823,280,0,,,0,,,0,420619,417194,302.13,80.02,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1775,197,67,283,9,197564,267,R_Ear,,3.56381,1283,214,133,283,6,197564,267,3.47318,2150,307,158,817,7,197564,267,2258,323,175,817,7,197539,292,0,,,0,,,0,198047,197830,113.3,129.18,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1834,183,10,358,10,150776,10,R_Ear,,3.3621,1766,221,67,358,8,150969,117,3.35535,2184,546,310,825,4,150776,310,2317,579,310,858,4,150776,310,0,,,0,,,5,151611,152469,166.39,134.08,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,2284,176,75,342,13,394190,182,R_Ear,,3.2558,1858,169,75,342,11,394422,92,3.22791,2492,356,83,725,7,394190,324,2717,388,133,767,7,394190,324,0,,,0,,,5,396913,394514,135.21,156.38,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1823,203,83,300,9,482438,198,R_Ear,,2.99213,1625,203,83,300,8,482678,83,2.91257,2048,341,225,450,6,482438,323,2231,372,267,492,6,482438,323,0,,,0,,,1,483612,484103,348.42,185.61,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1339,223,6,592,6,328874,6,R_Ear,,3.40271,1033,258,133,592,4,329088,133,3.39502,1339,223,6,592,6,328874,6,1497,250,6,617,6,328874,6,0,,,0,,,0,329021,328880,541.68,359.81,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",Nose,,,,,,,Nose,,,,Space,1321,189,46,442,7,254038,125,R_Ear,,3.08665,1017,254,75,442,4,256855,142,3.1002,1487,372,46,1175,4,254038,125,1587,397,96,1200,4,254030,133,0,,,0,,,2,256838,256996,96.33,324.75,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Ear,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Ear,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,108,108,108,108,1,435809,108,R_Ear,,3.19882,108,108,108,108,1,435809,108,3.19882,108,108,108,108,1,435809,108,142,142,142,142,1,435775,142,0,,,0,,,0,435775,435917,134.89,299.03,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Ear,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,167,167,167,167,1,181599,167,R_Ear,,3.14703,167,167,167,167,1,181599,167,3.14703,167,167,167,167,1,181599,167,208,208,208,208,1,181557,208,0,,,0,,,0,181557,181766,284.62,103.2,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Ear,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Ear,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Ear,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Ear,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Ear,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Ear,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
WHSC1-1,WHSC1,Main Trial,Entire Recording,1,"fixation cross,Questions 1,Questions 2,Questions 3,Questions 4,Questions 5,Questions 6,Questions 7,Questions 8,Questions 9,Questions 10,Questions 11,Questions 12,Questions 13,Questions 14,Questions 15,Questions 16,Questions 17,Slide 1,Slide 2,Slide 3,Slide 4,Slide 5,Slide 6,Slide 7,Slide 8,Slide 9,Slide 10,Slide 11,Slide 12,Slide 13,Slide 14,Slide 15,Slide 16,Slide 17",R_Cheek,,,,,,,,R_Cheek,,,Space,0,,,,0,,,R_Ear,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,
